TransactionID,Transaction Date,Transaction Amount,Notes,Transaction Type,Entity,TransactionTypeID
1658,2021-11-18,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1659,2021-11-19,-65.9,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1660,2021-11-19,-31.96,-,POS Purchase           ,FPOS ULTRAMAR #12659     BATH ,23
1661,2021-11-23,-36.75,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1662,2021-11-23,-32.97,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1663,2021-11-24,-24.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1664,2021-11-25,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1665,2021-11-26,-60.94,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1666,2021-11-29,-3.44,-,POS Purchase           ,OPOS PrimeVideo.ca       www.a,11
1667,2021-11-30,-31.05,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1668,2021-11-30,-530.01,-,Miscellaneous Payment  ,NSLSC                        ,29
1669,2021-11-30,-64.4,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1670,2021-12-01,-5.74,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,27
1671,2021-12-02,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1672,2021-12-03,-34.49,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1673,2021-12-03,-32.19,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1674,2021-12-03,-92.35,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1675,2021-12-03,320,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
1676,2021-12-07,-200,-,POS Purchase           ,CNB #018                 PERTH,23
1677,2021-12-07,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #3567   PERTH,27
1678,2021-12-07,-121.5,-,POS Purchase           ,CNB #018                 PERTH,23
1679,2021-12-07,-12.28,-,POS Purchase           ,CO-OP #9283              FLORE,8
1680,2021-12-07,-28.29,-,POS Purchase           ,FPOS ULTRAMAR #12659     BATH ,23
1681,2021-12-08,-149.49,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1682,2021-12-09,-34.49,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1683,2021-12-09,-4.59,-,Miscellaneous Payment,PAYPAL,25
1684,2021-12-09,-5.74,-,POS Purchase,OPOS PrimeVideo.ca       www.a,11
1685,2021-12-09,-21.74,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1686,2021-12-09,-55.34,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1687,2021-12-09,613.19,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1688,2021-12-09,-32.02,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1689,2021-12-10,34.49,-,Correction,5.81E+14,15
1690,2021-12-10,-21.74,-,POS Purchase,OPOS AMZN Mktp CA        WWW.A,11
1691,2021-12-10,-36.16,-,POS Purchase,OPOS AMZN Mktp CA        WWW.A,11
1692,2021-12-10,-56.34,-,POS Purchase,OPOS AMZN Mktp CA        WWW.A,11
1693,2021-12-10,-62.77,-,POS Purchase,FPOS FLORENCEVILLE IRVINGWEST ,5
1694,2021-12-10,21.74,-,Correction,OPOS AMAZON.COM   PMTS - WWW.A,11
1695,2021-12-14,-5.74,-,POS Purchase,OPOS PrimeVideo.ca       www.a,11
1696,2021-12-16,-28.29,-,POS Purchase,FPOS ULTRAMAR #12659     BATH,23
1697,2021-12-16,613.19,-,Payroll Deposit,BWS MANUFACTURING LTD ,17
1698,2021-12-17,-92.24,-,POS Purchase ,FPOS FLORENCEVILLE IRVINGWEST,5
1699,2021-12-21,-36.79,-,Miscellaneous Payment,PAYPAL,25
1700,2021-12-22,-54.95,-,POS Purchase,FPOS ULTRAMAR #12659     BATH,23
1701,2021-12-23,-11.49,-,POS Purchase,SHOPPERS DRUG MART #01   WOODS,14
1702,2021-12-23,-174.82,-,POS Purchase,WALMART STORE #1043      WOODS,14
1703,2021-12-23,-1.73,-,POS Purchase,FPOS FLORENCEVILLE ESSO  WEST ,27
1704,2021-12-23,-4.24,-,POS Purchase,FPOS DAIRY QUEEN #12192  WOODS,27
1705,2021-12-23,-157.23,-,POS Purchase,FPOS CANADIAN TIRE #137  WOODS,14
1706,2021-12-23,-74.72,-,POS Purchase,FPOS SHOPPERS DRUG MART #WOODS,14
1707,2021-12-23,613.19,-,Payroll Deposit,BWS MANUFACTURING LTD,17
1708,2021-12-23,-18.55,-,POS Purchase,FPOS HART - WOODSTOCK    WOODS,14
1709,2021-12-23,-142.03,-,POS Purchase,FPOS WALMART STORE #1043 WOODS,14
1710,2021-12-23,-15.98,-,POS Purchase,FPOS ALCOOL NB LIQUOR  #0WOODS,23
1711,2021-12-23,-30.45,-,POS Purchase,FPOS WOODSTOCK SUPERSTOREWOODS,NULL
1712,2021-12-23,-2.02,-,POS Purchase,FPOS TIM HORTONS #0919   WOODS,27
1713,2021-12-23,-56.94,-,POS Purchase,FPOS FLORENCEVILLE IRVINGWEST,5
1714,2021-12-24,-129,-,POS Purchase,OPOS Starlink Internet   Halif,10
1715,2021-12-30,-111.55,-,POS Purchase           ,FPOS WINGO'S RESTAURANT  WOODS,27
1716,2021-12-30,-26.19,-,POS Purchase           ,FPOS WINGO'S RESTAURANT  WOODS,27
1717,2021-12-30,604.12,-,Payroll Deposit,BWS MANUFACTURING LTD,17
1718,2021-12-30,-28.33,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1719,2021-12-30,-40.99,-,POS Purchase           ,FPOS DAIRY QUEEN #12192  WOODS,27
1720,2021-12-31,-600,-,Miscellaneous Payment  ,NSLSC                        ,29
1721,2021-12-31,-56.66,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1722,2022-01-04,-219.99,-,POS Purchase           ,CNB #018                 PERTH,23
1723,2022-01-04,-129.99,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1724,2022-01-05,-37.64,-,Miscellaneous Payment  ,PAYPAL                       ,25
1725,2022-01-05,-6.44,-,Miscellaneous Payment  ,PAYPAL                       ,25
1726,2022-01-05,149.75,-,Provincial Payment     ,CANADA                       ,18
1727,2022-01-06,-28.77,-,POS Purchase           ,SHELL C80174             BRIST,5
1728,2022-01-06,-25.28,-,POS Purchase           ,FPOS Subway              Flore,27
1729,2022-01-06,613.71,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1730,2022-01-06,-6.08,-,POS Purchase           ,FPOS SMITH DRUGS         FLORE,NULL
1731,2022-01-07,-100,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1732,2022-01-07,270,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
1733,2022-01-11,-28.75,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1734,2022-01-13,641.54,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1735,2022-01-14,-59.22,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1736,2022-01-16,-28,-,POS Purchase           ,FPOS A&W #7223           WOODS,27
1737,2022-01-16,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #1951   HARTL,27
1738,2022-01-16,-205.99,-,POS Purchase           ,FPOS CNB #016            FREDE,23
2002,2022-01-17,-68.84,-,POS Purchase           ,OPOS AMZN Mktp US        Amzn.,11
2003,2022-01-24,-6.89,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
2004,2022-01-24,-86.2,-,POS Purchase           ,OPOS Amazon.ca           Seatt,11
2005,2022-01-24,10,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
2006,2022-01-24,10,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
2007,2022-01-25,-16.5,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
2008,2022-01-27,685.04,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
2009,2022-01-27,115,-,DEPOSIT                ,FREE INTERAC E-TRANSFER,NULL
2201,2022-01-28,-90.67,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
2202,2022-01-31,729.86,-,DEPOSIT                ,MB-DEP,17
2203,2022-01-31,-600,-,Miscellaneous Payment  ,NSLSC                        ,29
